stim_ID,correct,c
pilot_dominoes_1mid_J025R45_o1full_tdwroom-redyellow_0028_img,0.59,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0000_img,0.91,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0001_img,0.9,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0002_img,0.26,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0004_img,0.51,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0005_img,0.6,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0007_img,0.49,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0008_img,0.86,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0009_img,0.11,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0012_img,0.72,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0013_img,0.75,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0019_img,0.92,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0020_img,0.18,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0021_img,0.96,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0023_img,0.93,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0024_img,0.18,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom-redyellow_0028_img,0.9,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0002_img,0.28,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0003_img,0.84,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0006_img,0.9,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0007_img,0.49,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0008_img,0.92,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0009_img,0.19,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0010_img,0.32,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0011_img,0.85,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0012_img,0.67,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0016_img,0.53,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0017_img,0.19,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0020_img,0.15,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0021_img,0.95,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0022_img,0.37,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0023_img,0.85,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0024_img,0.14,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0025_img,0.84,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0026_img,0.54,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0028_img,0.89,100
pilot_dominoes_2mid_J020R15_d3chairs_o1plants_tdwroom_2-redyellow_0029_img,0.93,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0000_img,0.9,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0003_img,0.49,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0005_img,0.1,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0006_img,0.66,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0007_img,0.88,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0008_img,0.31,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0012_img,0.89,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0014_img,0.78,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0015_img,0.88,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0016_img,0.36,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0018_img,0.63,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0019_img,0.94,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0022_img,0.6,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0024_img,0.88,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0027_img,0.26,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0028_img,0.53,100
pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0029_img,0.74,100
pilot_dominoes_4midRM1_boxroom-redyellow_0001_img,0.45,100
pilot_dominoes_4midRM1_boxroom-redyellow_0002_img,0.95,100
pilot_dominoes_4midRM1_boxroom-redyellow_0003_img,0.96,100
pilot_dominoes_4midRM1_boxroom_2-redyellow_0000_img,0.94,100
pilot_dominoes_4midRM1_boxroom_2-redyellow_0004_img,0.99,100
pilot_dominoes_4midRM1_boxroom_2-redyellow_0005_img,0.96,100
pilot_dominoes_4midRM1_tdwroom-redyellow_0000_img,1.0,100
pilot_dominoes_4midRM1_tdwroom-redyellow_0001_img,0.82,100
pilot_dominoes_4midRM1_tdwroom-redyellow_0003_img,0.91,100
pilot_dominoes_4midRM1_tdwroom-redyellow_0004_img,0.95,100
pilot_dominoes_4midRM1_tdwroom-redyellow_0006_img,0.85,100
pilot_dominoes_4midRM1_tdwroom_2-redyellow_0002_img,0.77,100
pilot_dominoes_4mid_boxroom-redyellow_0001_img,0.99,100
pilot_dominoes_4mid_boxroom-redyellow_0002_img,0.97,100
pilot_dominoes_4mid_boxroom-redyellow_0003_img,0.98,100
pilot_dominoes_4mid_boxroom-redyellow_0006_img,0.96,100
pilot_dominoes_4mid_boxroom_2-redyellow_0000_img,0.97,100
pilot_dominoes_4mid_boxroom_2-redyellow_0002_img,0.95,100
pilot_dominoes_4mid_boxroom_2-redyellow_0003_img,0.95,100
pilot_dominoes_4mid_boxroom_2-redyellow_0004_img,0.98,100
pilot_dominoes_4mid_tdwroom-redyellow_0001_img,0.94,100
pilot_dominoes_4mid_tdwroom-redyellow_0002_img,0.91,100
pilot_dominoes_4mid_tdwroom-redyellow_0005_img,0.95,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0002_img,0.76,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0005_img,0.32,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0006_img,0.39,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0007_img,0.18,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0008_img,0.23,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0010_img,0.74,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0011_img,0.46,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0012_img,0.88,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0013_img,0.68,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0015_img,0.1,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0016_img,0.93,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0018_img,0.92,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0021_img,0.91,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0022_img,0.49,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0023_img,0.56,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0024_img,0.7,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0028_img,0.42,100
pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0029_img,0.95,100
