stim_ID,correct,c
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0016_img,0.54,100
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0017_img,0.34,100
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0018_img,0.9,100
pilot_towers_nb4_fr015_SJ000_gr015sph_mono1_dis0_occ0_tdwroom_0019_img,0.99,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0000_img,0.58,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0001_img,0.94,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0003_img,0.92,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0004_img,0.9,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0008_img,0.43,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0009_img,0.71,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0010_img,0.74,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0012_img,0.93,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0014_img,0.92,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0015_img,0.92,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0016_img,0.78,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0017_img,0.39,100
pilot_towers_nb4_fr015_SJ000_gr01_mono0_dis1_occ1_tdwroom_0019_img,0.61,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0000_img,0.95,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0001_img,0.43,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0002_img,0.83,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0003_img,0.25,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0005_img,0.95,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0006_img,0.76,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0009_img,0.72,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0010_img,0.88,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0011_img,0.99,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0012_img,0.16,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0013_img,0.97,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0014_img,0.97,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0016_img,0.53,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0018_img,0.66,100
pilot_towers_nb4_fr015_SJ000_gr01_mono1_dis0_occ0_boxroom_0019_img,0.9,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0002_img,0.87,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0003_img,0.78,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0004_img,0.92,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0005_img,0.97,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0007_img,0.95,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0008_img,0.39,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0009_img,0.37,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0010_img,0.92,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0012_img,0.27,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0013_img,0.26,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0014_img,0.61,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0015_img,0.97,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0016_img,0.98,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0017_img,0.98,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0018_img,0.97,100
pilot_towers_nb5_fr015_SJ030_mono0_dis0_occ0_boxroom_0019_img,0.32,100
