stim_ID,scenario,stim_url,map_url,hdf5_url,correct,label
test12_0013,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0013_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0013_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0013.hdf5,0.85,True
test12_0012,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0012_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0012_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0012.hdf5,0.58,True
test13_0012,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0012_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0012_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0012.hdf5,0.94,False
test12_0011,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0011_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0011_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0011.hdf5,0.84,True
test13_0013,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0013_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0013_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0013.hdf5,0.96,False
test13_0017,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0017_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0017_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0017.hdf5,0.81,False
test14_0019,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0019_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0019_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0019.hdf5,0.83,True
test14_0018,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0018_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0018_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0018.hdf5,0.57,True
test14_0017,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0017_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0017_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0017.hdf5,0.65,True
test14_0016,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0016_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0016_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0016.hdf5,0.48,True
test14_0015,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0015_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0015_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0015.hdf5,0.81,True
test14_0014,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0014_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0014_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0014.hdf5,0.09,True
test14_0013,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0013_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0013_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0013.hdf5,0.94,False
test14_0011,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0011_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0011_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0011.hdf5,0.67,True
test14_0009,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0009_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0009_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0009.hdf5,0.86,True
test14_0007,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0007_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0007_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0007.hdf5,0.96,False
test14_0004,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0004_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0004_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0004.hdf5,0.49,True
test14_0003,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0003_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0003_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0003.hdf5,0.62,True
test14_0001,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0001_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0001_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test14_0001.hdf5,0.71,True
test13_0019,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0019_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0019_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0019.hdf5,0.68,True
test13_0018,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0018_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0018_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0018.hdf5,0.85,False
test13_0015,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0015_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0015_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test13_0015.hdf5,0.37,True
test15_0000,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0000_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0000_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0000.hdf5,0.85,False
test12_0009,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0009_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0009_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0009.hdf5,0.39,False
test12_0007,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0007_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0007_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0007.hdf5,0.97,True
test11_0003,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0003_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0003_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0003.hdf5,0.95,False
test11_0002,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0002_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0002_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0002.hdf5,0.86,False
test11_0001,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0001_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0001_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0001.hdf5,0.68,True
test10_0018,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0018_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0018_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0018.hdf5,0.95,False
test10_0017,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0017_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0017_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0017.hdf5,0.26,True
test10_0016,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0016_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0016_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0016.hdf5,0.37,True
test10_0015,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0015_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0015_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0015.hdf5,0.11,True
test10_0014,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0014_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0014_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0014.hdf5,0.22,True
test10_0013,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0013_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0013_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0013.hdf5,0.96,False
test10_0011,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0011_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0011_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0011.hdf5,0.57,False
test10_0010,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0010_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0010_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0010.hdf5,0.61,True
test10_0007,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0007_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0007_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0007.hdf5,0.7,True
test10_0006,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0006_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0006_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0006.hdf5,0.48,True
test10_0002,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0002_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0002_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0002.hdf5,0.89,True
test10_0001,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0001_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0001_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test10_0001.hdf5,0.76,False
test11_0004,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0004_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0004_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0004.hdf5,0.88,False
test12_0008,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0008_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0008_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0008.hdf5,0.9,True
test11_0005,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0005_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0005_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0005.hdf5,0.62,False
test11_0008,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0008_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0008_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0008.hdf5,0.97,False
test12_0005,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0005_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0005_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0005.hdf5,0.79,True
test12_0004,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0004_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0004_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0004.hdf5,0.56,False
test12_0003,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0003_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0003_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0003.hdf5,0.78,True
test12_0002,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0002_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0002_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0002.hdf5,0.96,True
test12_0001,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0001_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0001_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0001.hdf5,0.72,True
test12_0000,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0000_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0000_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test12_0000.hdf5,0.88,True
test11_0019,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0019_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0019_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0019.hdf5,0.93,False
test11_0018,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0018_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0018_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0018.hdf5,0.96,False
test11_0017,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0017_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0017_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0017.hdf5,0.99,False
test11_0016,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0016_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0016_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0016.hdf5,0.44,True
test11_0015,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0015_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0015_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0015.hdf5,0.2,True
test11_0013,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0013_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0013_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0013.hdf5,0.97,False
test11_0011,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0011_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0011_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0011.hdf5,0.46,True
test11_0010,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0010_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0010_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0010.hdf5,0.56,True
test11_0009,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0009_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0009_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0009.hdf5,0.61,False
test11_0006,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0006_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0006_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test11_0006.hdf5,0.88,True
test15_0001,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0001_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0001_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0001.hdf5,0.55,False
test19_0017,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test19_0017_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test19_0017_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test19_0017.hdf5,0.95,False
test15_0004,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0004_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0004_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0004.hdf5,0.88,False
test18_0010,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0010_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0010_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0010.hdf5,0.61,True
test18_0009,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0009_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0009_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0009.hdf5,0.74,True
test18_0008,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0008_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0008_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0008.hdf5,0.53,True
test18_0007,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0007_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0007_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0007.hdf5,0.97,False
test18_0006,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0006_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0006_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0006.hdf5,0.77,False
test18_0005,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0005_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0005_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0005.hdf5,0.63,True
test18_0004,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0004_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0004_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0004.hdf5,0.53,False
test18_0003,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0003_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0003_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0003.hdf5,0.7,False
test18_0002,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0002_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0002_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0002.hdf5,0.7,True
test18_0001,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0001_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0001_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0001.hdf5,0.34,True
test18_0000,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0000_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0000_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test18_0000.hdf5,0.57,False
test17_0019,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0019_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0019_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0019.hdf5,0.85,False
test17_0018,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0018_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0018_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0018.hdf5,0.96,False
test17_0017,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0017_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0017_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0017.hdf5,0.44,False
test17_0016,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0016_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0016_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0016.hdf5,0.81,False
test15_0003,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0003_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0003_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test15_0003.hdf5,0.65,False
test17_0014,drape,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0014_img.mp4,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0014_map.png,https://human-physics-benchmarking-clothiness-pilot.s3.amazonaws.com/test17_0014.hdf5,0.99,False
